lr,data_time,loss,decode.loss_ce,decode.acc_seg,aux_0.loss_ce,aux_0.acc_seg,aux_1.loss_ce,aux_1.acc_seg,time,iter,memory,step
0.11999055777467524,0.11327309608459472,0.5026251196861267,0.27091509848833084,33.62569808959961,0.11618614196777344,33.63180160522461,0.11552387997508048,40.557193756103516,0.18088943958282472,15.0,3668.0,15.0
0.11993322820401885,0.13747761249542237,0.3920478880405426,0.21971718668937684,67.60969543457031,0.08769468888640404,70.80078125,0.08463601246476174,73.65408325195312,0.20539407730102538,100.0,1452.0,100.0
0.11986577774837498,0.17224249839782715,0.36365347504615786,0.20002913028001784,63.48237991333008,0.08122167736291885,66.87660217285156,0.08240266591310501,58.83197784423828,0.24026753902435302,200.0,1452.0,200.0
0.11979832307166918,0.1100496768951416,0.3505667746067047,0.19239422082901,44.353675842285156,0.07727938964962959,44.81830596923828,0.08089315891265869,40.99607467651367,0.17801210880279542,300.0,1452.0,300.0
0.11973086417099389,0.13593549728393556,0.3639903634786606,0.19791180044412612,66.41645812988281,0.08082505650818347,64.27841186523438,0.08525350615382195,55.36842346191406,0.20282127857208251,400.0,1452.0,400.0
0.11966340104343763,0.1467597246170044,0.3671266078948975,0.19902118891477585,68.06077575683594,0.08148042187094688,68.78948211669922,0.0866249993443489,57.5200080871582,0.21432387828826904,500.0,1452.0,500.0
0.11959593368608527,0.10852055549621582,0.31997317373752593,0.1718998931348324,70.49407958984375,0.07049529105424882,71.69952392578125,0.0775779865682125,64.54705810546875,0.17661006450653077,600.0,12574.0,600.0
0.11952846209601788,0.09502985477447509,0.37121895849704745,0.20031786262989043,56.08692169189453,0.08338614590466023,51.343345642089844,0.0875149466097355,53.673744201660156,0.1626206398010254,700.0,1452.0,700.0
0.11946098627031251,0.155754017829895,0.35340601205825806,0.1898079916834831,81.30474090576172,0.07828897722065449,77.99749755859375,0.08530903756618499,62.970542907714844,0.222733736038208,800.0,1452.0,800.0
0.11939350620604249,0.10016012191772461,0.3492886692285538,0.1881672978401184,62.84379959106445,0.07633322030305863,64.68334197998047,0.08478815406560898,61.77101135253906,0.16770737171173095,900.0,1452.0,900.0
0.11932602190027716,0.08503634929656982,0.31561909317970277,0.16745688766241074,50.584983825683594,0.06871142275631428,52.22654342651367,0.07945078313350677,57.99827575683594,0.15264334678649902,1000.0,1452.0,1000.0
0.11925853335008224,0.11717932224273682,0.32963534742593764,0.1777934953570366,77.51636505126953,0.07169274464249611,78.22017669677734,0.0801491018384695,64.43805694580078,0.18457365036010742,1100.0,1452.0,1100.0
0.11919104055251924,0.1021036148071289,0.34199778735637665,0.1815905712544918,48.03438186645508,0.07495317012071609,41.50257110595703,0.08545404896140099,44.73142623901367,0.16968278884887694,1200.0,1452.0,1200.0
0.1191235435046459,0.11857161521911622,0.33863551914691925,0.17843377441167832,63.51308822631836,0.07103160358965396,63.30738067626953,0.08917014375329017,61.17229461669922,0.18583128452301026,1300.0,1452.0,1300.0
0.1190560422035162,0.18161003589630126,0.2787796512246132,0.14378334656357766,84.84620666503906,0.058290622755885126,83.09612274169922,0.07670568153262139,75.347900390625,0.24851820468902588,1400.0,1452.0,1400.0
0.11898853664618003,0.07593748569488526,0.30508015751838685,0.15886924043297768,74.55549621582031,0.06442678682506084,74.02477264404297,0.08178413212299347,60.832786560058594,0.14311161041259765,1500.0,1452.0,1500.0
0.11892102682968353,0.07730238437652588,0.2980459123849869,0.15381476655602455,63.835811614990234,0.06256246566772461,59.99584197998047,0.0816686786711216,56.44721984863281,0.1443488836288452,1600.0,1452.0,1600.0
0.11885351275106885,0.1587975025177002,0.28650531768798826,0.14922949820756912,69.2626953125,0.0611779872328043,66.88165283203125,0.07609783262014388,57.69948959350586,0.22641406059265137,1700.0,1452.0,1700.0
0.11878599440737414,0.08436174392700195,0.2801854446530342,0.14128285124897957,83.7240219116211,0.05899703949689865,81.83737182617188,0.07990555614233016,57.58943557739258,0.15155956745147706,1800.0,1452.0,1800.0
0.11871847179563381,0.1964245080947876,0.31552322804927824,0.1655399903655052,77.75849914550781,0.06718302145600319,76.98583984375,0.0828002192080021,61.85798645019531,0.264226508140564,1900.0,1452.0,1900.0
0.11865094491287813,0.13730876445770263,0.33156498372554777,0.1745138332247734,69.2313232421875,0.07140392474830151,69.48356628417969,0.08564722463488579,49.4049072265625,0.20275595188140869,2000.0,1452.0,2000.0
0.11858341375613357,0.13780655860900878,0.2959809511899948,0.1510338880121708,66.58096313476562,0.06378523521125316,66.84799194335938,0.08116182386875152,46.90694808959961,0.20449166297912597,2100.0,1452.0,2100.0
0.11851587832242255,0.10318412780761718,0.2845784604549408,0.14527299180626868,82.95927429199219,0.05889272205531597,83.3475112915039,0.08041274398565293,73.024658203125,0.1700244665145874,2200.0,1452.0,2200.0
0.11844833860876365,0.20540111064910888,0.30555717647075653,0.15832360535860063,70.49703979492188,0.06412587463855743,69.95439147949219,0.08310769572854042,63.90800476074219,0.2725386619567871,2300.0,1452.0,2300.0
0.1183807946121713,0.12495985031127929,0.28326314836740496,0.14219584614038466,77.37283325195312,0.05710710920393467,78.79209899902344,0.08396019339561463,70.22686004638672,0.192101788520813,2400.0,1452.0,2400.0
0.11831324632965613,0.08871941566467285,0.29899833500385287,0.153408744931221,77.011962890625,0.061756310611963273,77.51312255859375,0.0838332824409008,66.95194244384766,0.15297882556915282,2500.0,1452.0,2500.0
0.11824569375822463,0.15196726322174073,0.2624945491552353,0.13305099084973335,88.93670654296875,0.05475808791816235,83.31632995605469,0.07468546703457832,71.11968994140625,0.21942925453186035,2600.0,1452.0,2600.0
0.11817813689487949,0.10820493698120118,0.29092306196689605,0.1480138845741749,65.93046569824219,0.06131270676851273,63.240623474121094,0.0815964736044407,49.13902282714844,0.17580788135528563,2700.0,1452.0,2700.0
0.11811057573661922,0.1294996738433838,0.26995125859975816,0.13422387316823006,74.3814468383789,0.056204771623015404,73.50205993652344,0.07952261194586754,60.979461669921875,0.19769446849822997,2800.0,1452.0,2800.0
0.1180430102804382,0.10252068042755128,0.290668697655201,0.1475568749010563,78.20758819580078,0.059592219442129134,75.00601196289062,0.08351960629224778,54.857540130615234,0.17005577087402343,2900.0,1452.0,2900.0
0.11797544052332717,0.11137332916259765,0.29116826355457304,0.14762644320726395,80.34181213378906,0.058846036717295644,80.98326110839844,0.08469578400254249,62.69502639770508,0.17649571895599364,3000.0,1452.0,3000.0
0.11790786646227253,0.12813863754272461,0.25786109566688536,0.12571107894182204,68.92385864257812,0.05292785279452801,67.9983139038086,0.07922216169536114,46.72212600708008,0.19557569026947022,3100.0,1452.0,3100.0
0.11784028809425687,0.11882891654968261,0.24767449498176575,0.11886871755123138,68.12419891357422,0.04712267946451902,70.40472412109375,0.08168309777975083,52.88543701171875,0.18584094047546387,3200.0,1452.0,3200.0
0.11777270541625855,0.05561296939849854,0.2495517686009407,0.12154495120048522,82.79180908203125,0.05036607887595892,82.22770690917969,0.07764073498547078,68.72834777832031,0.1252885103225708,3300.0,1452.0,3300.0
0.11770511842525189,0.11155846118927001,0.2835840553045273,0.14153388887643814,68.99137878417969,0.05845353826880455,67.61837005615234,0.08359662666916848,44.00911331176758,0.17767415046691895,3400.0,1452.0,3400.0
0.11763752711820741,0.1497805595397949,0.29835333675146103,0.15217910706996918,81.62784576416016,0.06320856921374798,76.83534240722656,0.08296565897762775,79.03204345703125,0.21672754287719725,3500.0,1452.0,3500.0
0.11756993149209123,0.13062334060668945,0.28464904576539996,0.1429312139749527,77.69308471679688,0.056957542151212695,76.68437957763672,0.08476028963923454,72.13249206542969,0.1975649118423462,3600.0,1452.0,3600.0
0.11750233154386557,0.1634958028793335,0.22590959221124648,0.10476490929722786,92.47245788574219,0.044061400927603245,91.05177307128906,0.07708328366279601,77.05049133300781,0.23115365505218505,3700.0,1452.0,3700.0
0.11743472727048852,0.13382043838500976,0.22015598565340042,0.10151174813508987,74.472900390625,0.041883943416178224,75.75369262695312,0.07676028907299041,78.97634887695312,0.19942851066589357,3800.0,1452.0,3800.0
